# Format version 3
# nfields = 2
# NDim = 2
# PW grid = 48 64
# k-space data = 0 , complex data = 1
# Columns: x y field data
0.0000000000 0.0000000000 1.0093661717 0.0000000000 0.0000000493 -0.0000000000 
0.0000000000 0.1159184771 1.0101651371 0.0000000001 0.0000000509 0.0000000000 
0.0000000000 0.2318369543 1.0124484833 0.0000000002 0.0000001845 0.0000000000 
0.0000000000 0.3477554314 1.0163608552 0.0000000003 0.0000008837 0.0000000000 
0.0000000000 0.4636739086 1.0225625201 0.0000000005 0.0000054847 0.0000000000 
0.0000000000 0.5795923857 1.0320355580 0.0000000007 0.0000356618 0.0000000000 
0.0000000000 0.6955108628 1.0441943950 0.0000000007 0.0002273044 0.0000000000 
0.0000000000 0.8114293400 1.0526324052 0.0000000001 0.0013152169 0.0000000001 
0.0000000000 0.9273478171 1.0407176050 -0.0000000017 0.0064841559 0.0000000005 
0.0000000000 1.0432662942 0.9838138067 -0.0000000049 0.0259907064 0.0000000018 
0.0000000000 1.1591847714 0.8639391122 -0.0000000084 0.0823154670 0.0000000046 
0.0000000000 1.2751032485 0.6889324390 -0.0000000105 0.2036398703 0.0000000087 
0.0000000000 1.3910217257 0.4949348238 -0.0000000103 0.3954385294 0.0000000119 
0.0000000000 1.5069402028 0.3243506102 -0.0000000081 0.6158272069 0.0000000117 
0.0000000000 1.6228586799 0.2005556538 -0.0000000054 0.7992198690 0.0000000082 
0.0000000000 1.7387771571 0.1225562111 -0.0000000032 0.9105849230 0.0000000042 
0.0000000000 1.8546956342 0.0769070015 -0.0000000019 0.9620681231 0.0000000017 
0.0000000000 1.9706141113 0.0502204324 -0.0000000011 0.9823496342 0.0000000006 
0.0000000000 2.0865325885 0.0340408718 -0.0000000007 0.9892611315 0.0000000001 
0.0000000000 2.2024510656 0.0242249391 -0.0000000004 0.9892566296 -0.0000000002 
0.0000000000 2.3183695428 0.0188919747 -0.0000000002 0.9863022592 -0.0000000002 
0.0000000000 2.4342880199 0.0169101468 -0.0000000000 0.9842681510 -0.0000000000 
0.0000000000 2.5502064970 0.0172341948 0.0000000001 0.9846716165 0.0000000001 
0.0000000000 2.6661249742 0.0188264225 0.0000000001 0.9864153944 0.0000000001 
0.0000000000 2.7820434513 0.0208103205 0.0000000001 0.9880420351 0.0000000001 
0.0000000000 2.8979619285 0.0226036298 0.0000000001 0.9892223424 0.0000000001 
0.0000000000 3.0138804056 0.0239345682 0.0000000001 0.9903549472 0.0000000001 
0.0000000000 3.1297988827 0.0247663641 0.0000000000 0.9917011332 0.0000000001 
0.0000000000 3.2457173599 0.0251934861 0.0000000000 0.9931593282 0.0000000001 
0.0000000000 3.3616358370 0.0253545040 0.0000000000 0.9944966322 0.0000000001 
0.0000000000 3.4775543141 0.0253776179 0.0000000000 0.9955390777 0.0000000001 
0.0000000000 3.5934727913 0.0253562650 -0.0000000000 0.9961919218 0.0000000000 
0.0000000000 3.7093912684 0.0253441230 0.0000000000 0.9964053615 -0.0000000000 
0.0000000000 3.8253097456 0.0253577308 0.0000000000 0.9961628698 -0.0000000000 
0.0000000000 3.9412282227 0.0253782581 0.0000000000 0.9954831835 -0.0000000001 
0.0000000000 4.0571466998 0.0253495291 -0.0000000000 0.9944183289 -0.0000000001 
0.0000000000 4.1730651770 0.0251755850 -0.0000000000 0.9930670454 -0.0000000001 
0.0000000000 4.2889836541 0.0247265549 -0.0000000000 0.9916090439 -0.0000000001 
0.0000000000 4.4049021312 0.0238647016 -0.0000000001 0.9902765102 -0.0000000001 
0.0000000000 4.5208206084 0.0225010441 -0.0000000001 0.9891529079 -0.0000000001 
0.0000000000 4.6367390855 0.0206843134 -0.0000000001 0.9879534850 -0.0000000001 
0.0000000000 4.7526575627 0.0187045844 -0.0000000001 0.9862964809 -0.0000000001 
0.0000000000 4.8685760398 0.0171647604 -0.0000000001 0.9845865560 -0.0000000001 
0.0000000000 4.9844945169 0.0169567314 0.0000000000 0.9843247162 0.0000000001 
0.0000000000 5.1004129941 0.0191224300 0.0000000002 0.9864980037 0.0000000002 
0.0000000000 5.2163314712 0.0247059794 0.0000000004 0.9893907912 0.0000000001 
0.0000000000 5.3322499483 0.0348591887 0.0000000007 0.9890667424 -0.0000000001 
0.0000000000 5.4481684255 0.0515529102 0.0000000012 0.9815613181 -0.0000000006 
0.0000000000 5.5640869026 0.0791457063 0.0000000019 0.9599801842 -0.0000000018 
0.0000000000 5.6800053798 0.1264251757 0.0000000033 0.9055407139 -0.0000000045 
0.0000000000 5.7959238569 0.2070120773 0.0000000056 0.7895225419 -0.0000000085 
